fasta,seq_id,length,pLDDT,pTM,pdb_path
progen2_IPR003445_10p_clean,A0AA95BW99,326,58.92,0.494,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0AA95BW99_plddt_58.9.pdb
progen2_IPR003445_10p_clean,A0ABW9YN92,328,65.00,0.698,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABW9YN92_plddt_65.0.pdb
progen2_IPR003445_10p_clean,A0A923KJD9,339,89.10,0.823,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A923KJD9_plddt_89.1.pdb
progen2_IPR003445_10p_clean,A0A7V6CMY9,340,88.60,0.804,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A7V6CMY9_plddt_88.6.pdb
progen2_IPR003445_10p_clean,B9IUQ9,342,90.36,0.790,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/B9IUQ9_plddt_90.4.pdb
progen2_IPR003445_10p_clean,A0A2D0LDY4,345,59.88,0.507,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A2D0LDY4_plddt_59.9.pdb
progen2_IPR003445_10p_clean,A0A2T4KNF1,345,86.02,0.705,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A2T4KNF1_plddt_86.0.pdb
progen2_IPR003445_10p_clean,A0A6J1BZB5,346,44.14,0.268,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A6J1BZB5_plddt_44.1.pdb
progen2_IPR003445_10p_clean,A0A3Q9CK83,352,82.06,0.766,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A3Q9CK83_plddt_82.1.pdb
progen2_IPR003445_10p_clean,A0A1C4E2G4,352,81.24,0.769,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A1C4E2G4_plddt_81.2.pdb
progen2_IPR003445_10p_clean,A0ABR7G4D4,354,75.86,0.424,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABR7G4D4_plddt_75.9.pdb
progen2_IPR003445_10p_clean,A0A401LYI0,356,89.79,0.848,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A401LYI0_plddt_89.8.pdb
progen2_IPR003445_10p_clean,A0AAP2UJR4,356,86.05,0.756,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0AAP2UJR4_plddt_86.1.pdb
progen2_IPR003445_10p_clean,A0ABX5C6C7,357,80.05,0.635,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABX5C6C7_plddt_80.0.pdb
progen2_IPR003445_10p_clean,A0A2U9SG18,358,87.17,0.736,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A2U9SG18_plddt_87.2.pdb
progen2_IPR003445_10p_clean,A0A0B7L2M3,363,75.75,0.823,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A0B7L2M3_plddt_75.8.pdb
progen2_IPR003445_10p_clean,A0A6I6CUE6,365,79.62,0.848,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A6I6CUE6_plddt_79.6.pdb
progen2_IPR003445_10p_clean,A0A0C5UZA8,367,88.80,0.785,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A0C5UZA8_plddt_88.8.pdb
progen2_IPR003445_10p_clean,A0ABU7R9Y0,372,78.61,0.575,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABU7R9Y0_plddt_78.6.pdb
progen2_IPR003445_10p_clean,A0A223V3A3,373,84.15,0.756,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A223V3A3_plddt_84.2.pdb
progen2_IPR003445_10p_clean,A0ABV3NHM1,374,39.84,0.314,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABV3NHM1_plddt_39.8.pdb
progen2_IPR003445_10p_clean,A0A7D3UZZ4,375,53.63,0.423,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A7D3UZZ4_plddt_53.6.pdb
progen2_IPR003445_10p_clean,A0A1V0B3T3,378,85.75,0.690,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A1V0B3T3_plddt_85.8.pdb
progen2_IPR003445_10p_clean,A0A8S3H7K3,379,84.45,0.767,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A8S3H7K3_plddt_84.5.pdb
progen2_IPR003445_10p_clean,A0A9W9ALQ7,379,70.75,0.737,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A9W9ALQ7_plddt_70.8.pdb
progen2_IPR003445_10p_clean,A0ABS4QT67,380,66.59,0.767,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABS4QT67_plddt_66.6.pdb
progen2_IPR003445_10p_clean,A0A2N3U8T6,380,84.46,0.694,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A2N3U8T6_plddt_84.5.pdb
progen2_IPR003445_10p_clean,A0A1G6YP31,380,69.30,0.769,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A1G6YP31_plddt_69.3.pdb
progen2_IPR003445_10p_clean,A0A087IEZ6,381,80.14,0.897,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A087IEZ6_plddt_80.1.pdb
progen2_IPR003445_10p_clean,A0ABW1V8K8,384,70.27,0.827,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0ABW1V8K8_plddt_70.3.pdb
progen2_IPR003445_10p_clean,A0A3N4A138,386,48.21,0.449,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A3N4A138_plddt_48.2.pdb
progen2_IPR003445_10p_clean,A0A7C9LC04,389,85.03,0.935,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A7C9LC04_plddt_85.0.pdb
progen2_IPR003445_10p_clean,A0A840WKZ3,395,40.49,0.262,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/A0A840WKZ3_plddt_40.5.pdb
progen2_IPR003445_10p_clean,I5C7F0,395,76.97,0.587,/ibex/project/c2108/junbo/results/generation-results/progen2_transporter_results/esmfold_pdb/progen2_IPR003445_10p_clean/I5C7F0_plddt_77.0.pdb
