fasta,seq_id,length,pLDDT,pTM,pdb_path
IPR003445_sample1000,A0A820RP59_unreviewed_Uncharacterized,107,66.94,0.444,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A820RP59_unreviewed_Uncharacterized_plddt_66.9.pdb
IPR003445_sample1000,A0A1U7LWX7_unreviewed_Potassium,111,53.18,0.404,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1U7LWX7_unreviewed_Potassium_plddt_53.2.pdb
IPR003445_sample1000,A0A3P1X5J7_unreviewed_Potassium,111,80.93,0.787,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3P1X5J7_unreviewed_Potassium_plddt_80.9.pdb
IPR003445_sample1000,X1TR58_unreviewed_Uncharacterized,113,65.48,0.621,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/X1TR58_unreviewed_Uncharacterized_plddt_65.5.pdb
IPR003445_sample1000,A0A4P0XIG5_unreviewed_Potassium,117,75.90,0.761,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A4P0XIG5_unreviewed_Potassium_plddt_75.9.pdb
IPR003445_sample1000,A0A563W5M4_unreviewed_Cation,122,68.75,0.576,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A563W5M4_unreviewed_Cation_plddt_68.7.pdb
IPR003445_sample1000,A0ABR4AHW5_unreviewed_Uncharacterized,144,54.25,0.431,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABR4AHW5_unreviewed_Uncharacterized_plddt_54.3.pdb
IPR003445_sample1000,A0A8T5YRM2_unreviewed_Potassium,156,74.54,0.705,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8T5YRM2_unreviewed_Potassium_plddt_74.5.pdb
IPR003445_sample1000,A0AAJ2HK87_unreviewed_Uncharacterized,160,62.81,0.532,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAJ2HK87_unreviewed_Uncharacterized_plddt_62.8.pdb
IPR003445_sample1000,A0AAW9IWD8_unreviewed_Trk,165,83.40,0.844,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAW9IWD8_unreviewed_Trk_plddt_83.4.pdb
IPR003445_sample1000,W9B9A2_unreviewed_Ktr,165,77.90,0.782,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/W9B9A2_unreviewed_Ktr_plddt_77.9.pdb
IPR003445_sample1000,A0A5C2LI60_unreviewed_Potassium,168,78.67,0.777,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A5C2LI60_unreviewed_Potassium_plddt_78.7.pdb
IPR003445_sample1000,B9FQR5_unreviewed_Uncharacterized,171,70.67,0.736,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/B9FQR5_unreviewed_Uncharacterized_plddt_70.7.pdb
IPR003445_sample1000,A0A7C6Z3I1_unreviewed_TrkH,171,81.10,0.833,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7C6Z3I1_unreviewed_TrkH_plddt_81.1.pdb
IPR003445_sample1000,A0A377PD67_unreviewed_Trk,179,87.46,0.894,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A377PD67_unreviewed_Trk_plddt_87.5.pdb
IPR003445_sample1000,A0AB74CQG9_unreviewed_Uncharacterized,181,67.66,0.544,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AB74CQG9_unreviewed_Uncharacterized_plddt_67.7.pdb
IPR003445_sample1000,X1QXP4_unreviewed_Uncharacterized,186,93.30,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/X1QXP4_unreviewed_Uncharacterized_plddt_93.3.pdb
IPR003445_sample1000,A0A8S7QZ62_unreviewed_Potassium,187,91.38,0.919,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8S7QZ62_unreviewed_Potassium_plddt_91.4.pdb
IPR003445_sample1000,A0ABM7GM04_unreviewed_Uncharacterized,198,91.65,0.904,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABM7GM04_unreviewed_Uncharacterized_plddt_91.6.pdb
IPR003445_sample1000,A0A562JEL7_unreviewed_Cation,200,91.02,0.926,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A562JEL7_unreviewed_Cation_plddt_91.0.pdb
IPR003445_sample1000,A0A1V2GBH6_unreviewed_Potassium,211,93.10,0.940,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1V2GBH6_unreviewed_Potassium_plddt_93.1.pdb
IPR003445_sample1000,A0A927MJM4_unreviewed_Ktr,217,87.97,0.900,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A927MJM4_unreviewed_Ktr_plddt_88.0.pdb
IPR003445_sample1000,A0A724WPM1_unreviewed_Potassium,220,92.72,0.925,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A724WPM1_unreviewed_Potassium_plddt_92.7.pdb
IPR003445_sample1000,A0A0U5G3L1_unreviewed_Putative,222,69.70,0.509,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0U5G3L1_unreviewed_Putative_plddt_69.7.pdb
IPR003445_sample1000,A0A382PR65_unreviewed_Potassium,226,90.30,0.817,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A382PR65_unreviewed_Potassium_plddt_90.3.pdb
IPR003445_sample1000,X1KJU0_unreviewed_Uncharacterized,227,80.93,0.696,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/X1KJU0_unreviewed_Uncharacterized_plddt_80.9.pdb
IPR003445_sample1000,A0A3M5T529_unreviewed_Potassium,235,92.39,0.933,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3M5T529_unreviewed_Potassium_plddt_92.4.pdb
IPR003445_sample1000,A0A376MVR4_unreviewed_Rac,255,89.61,0.917,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A376MVR4_unreviewed_Rac_plddt_89.6.pdb
IPR003445_sample1000,A0A817A090_unreviewed_Uncharacterized,256,65.65,0.409,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A817A090_unreviewed_Uncharacterized_plddt_65.6.pdb
IPR003445_sample1000,A0A150HMT5_unreviewed_Ktr,261,94.34,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A150HMT5_unreviewed_Ktr_plddt_94.3.pdb
IPR003445_sample1000,A0A8X6IH43_unreviewed_Trk,241,88.23,0.910,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8X6IH43_unreviewed_Trk_plddt_88.2.pdb
IPR003445_sample1000,A0A3P1Y8W8_unreviewed_Potassium,248,94.98,0.957,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3P1Y8W8_unreviewed_Potassium_plddt_95.0.pdb
IPR003445_sample1000,A0A4U3MQM8_unreviewed_Trk,251,92.01,0.942,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A4U3MQM8_unreviewed_Trk_plddt_92.0.pdb
IPR003445_sample1000,K1TQR9_unreviewed_Potassium,253,90.65,0.884,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/K1TQR9_unreviewed_Potassium_plddt_90.6.pdb
IPR003445_sample1000,A0AAN7ZR66_unreviewed_Low,284,79.01,0.746,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAN7ZR66_unreviewed_Low_plddt_79.0.pdb
IPR003445_sample1000,A0A380DN77_unreviewed_KtrB_taxID_1280,290,92.84,0.939,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A380DN77_unreviewed_KtrB_taxID_1280_plddt_92.8.pdb
IPR003445_sample1000,A0AAW2U1B1_unreviewed_Sodium,298,84.67,0.775,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAW2U1B1_unreviewed_Sodium_plddt_84.7.pdb
IPR003445_sample1000,A0A6J1BZB5_unreviewed_Cation,303,71.60,0.652,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A6J1BZB5_unreviewed_Cation_plddt_71.6.pdb
IPR003445_sample1000,A0A8S3H7K3_unreviewed_Uncharacterized,305,70.18,0.583,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8S3H7K3_unreviewed_Uncharacterized_plddt_70.2.pdb
IPR003445_sample1000,A0A8T0C5Z9_unreviewed_Potassium,310,94.93,0.960,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8T0C5Z9_unreviewed_Potassium_plddt_94.9.pdb
IPR003445_sample1000,A0A5C4N9U1_unreviewed_Trk,344,80.88,0.569,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A5C4N9U1_unreviewed_Trk_plddt_80.9.pdb
IPR003445_sample1000,A0AAD6G346_unreviewed_Uncharacterized,350,69.73,0.567,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAD6G346_unreviewed_Uncharacterized_plddt_69.7.pdb
IPR003445_sample1000,A0ABD1R0H3_unreviewed_Sodium,321,91.20,0.933,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABD1R0H3_unreviewed_Sodium_plddt_91.2.pdb
IPR003445_sample1000,G4D2P8_unreviewed_Trk,321,84.45,0.885,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/G4D2P8_unreviewed_Trk_plddt_84.5.pdb
IPR003445_sample1000,A0A8S3HK36_unreviewed_Uncharacterized,335,78.54,0.715,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A8S3HK36_unreviewed_Uncharacterized_plddt_78.5.pdb
IPR003445_sample1000,M1FW50_unreviewed_Trk,354,75.44,0.655,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/M1FW50_unreviewed_Trk_plddt_75.4.pdb
IPR003445_sample1000,A0A521ES71_unreviewed_Trk-type,361,90.29,0.927,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A521ES71_unreviewed_Trk-type_plddt_90.3.pdb
IPR003445_sample1000,A0A655CZP6_unreviewed_Trk,366,86.22,0.920,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A655CZP6_unreviewed_Trk_plddt_86.2.pdb
IPR003445_sample1000,A0A840WKZ3_unreviewed_ATPase_taxID_179819,393,91.09,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A840WKZ3_unreviewed_ATPase_taxID_179819_plddt_91.1.pdb
IPR003445_sample1000,A0ABD3L1L7_unreviewed_Uncharacterized,402,88.40,0.874,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABD3L1L7_unreviewed_Uncharacterized_plddt_88.4.pdb
IPR003445_sample1000,A0A9D9E7K4_unreviewed_Uncharacterized,409,92.81,0.951,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9D9E7K4_unreviewed_Uncharacterized_plddt_92.8.pdb
IPR003445_sample1000,A0A655YSK2_unreviewed_TrkH_taxID_666,411,91.12,0.954,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A655YSK2_unreviewed_TrkH_taxID_666_plddt_91.1.pdb
IPR003445_sample1000,A0A239YZQ9_unreviewed_Potassium,413,91.44,0.937,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A239YZQ9_unreviewed_Potassium_plddt_91.4.pdb
IPR003445_sample1000,A0A022KY33_unreviewed_ATPase_taxID_1249481,414,90.46,0.929,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A022KY33_unreviewed_ATPase_taxID_1249481_plddt_90.5.pdb
IPR003445_sample1000,A0A0A0LX03_unreviewed_Cation,417,85.31,0.918,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0A0LX03_unreviewed_Cation_plddt_85.3.pdb
IPR003445_sample1000,A0ABT8HRF9_unreviewed_TrkH,418,94.24,0.961,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABT8HRF9_unreviewed_TrkH_plddt_94.2.pdb
IPR003445_sample1000,A0A5D4KG51_unreviewed_Ktr,418,94.90,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A5D4KG51_unreviewed_Ktr_plddt_94.9.pdb
IPR003445_sample1000,A0ABS9MFC5_unreviewed_Trk,419,93.27,0.951,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS9MFC5_unreviewed_Trk_plddt_93.3.pdb
IPR003445_sample1000,A0AAP8BHK6_unreviewed_Potassium_sodium,420,95.12,0.967,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAP8BHK6_unreviewed_Potassium_sodium_plddt_95.1.pdb
IPR003445_sample1000,A0A3R7NWW1_unreviewed_Ktr,422,93.15,0.954,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3R7NWW1_unreviewed_Ktr_plddt_93.2.pdb
IPR003445_sample1000,A0AAV3GUA8_unreviewed_Cation,422,92.60,0.952,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAV3GUA8_unreviewed_Cation_plddt_92.6.pdb
IPR003445_sample1000,A0ABS7BH67_unreviewed_TrkH,423,91.94,0.942,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS7BH67_unreviewed_TrkH_plddt_91.9.pdb
IPR003445_sample1000,I4BW87_unreviewed_Trk-type,424,94.19,0.958,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/I4BW87_unreviewed_Trk-type_plddt_94.2.pdb
IPR003445_sample1000,A0ABR5SLR7_unreviewed_ATP,427,93.90,0.967,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABR5SLR7_unreviewed_ATP_plddt_93.9.pdb
IPR003445_sample1000,N8RJ84_unreviewed_Potassium,428,93.40,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/N8RJ84_unreviewed_Potassium_plddt_93.4.pdb
IPR003445_sample1000,A0A3D2X7L5_unreviewed_H___-transporting,430,95.33,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3D2X7L5_unreviewed_H___-transporting_plddt_95.3.pdb
IPR003445_sample1000,A0ABS6K9N7_unreviewed_H___-transporting,431,94.86,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS6K9N7_unreviewed_H___-transporting_plddt_94.9.pdb
IPR003445_sample1000,A0ABV3NHM1_unreviewed_Potassium,432,91.70,0.948,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABV3NHM1_unreviewed_Potassium_plddt_91.7.pdb
IPR003445_sample1000,N1U6P9_unreviewed_Cation,432,83.03,0.847,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/N1U6P9_unreviewed_Cation_plddt_83.0.pdb
IPR003445_sample1000,A0A9D1I733_unreviewed_H___-transporting,433,95.03,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9D1I733_unreviewed_H___-transporting_plddt_95.0.pdb
IPR003445_sample1000,A0ABW5WWB8_unreviewed_TrkH,434,94.39,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABW5WWB8_unreviewed_TrkH_plddt_94.4.pdb
IPR003445_sample1000,A0A061AAT3_unreviewed_Potassium,434,93.89,0.965,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A061AAT3_unreviewed_Potassium_plddt_93.9.pdb
IPR003445_sample1000,A0A151A6J9_unreviewed_Potassium,434,95.15,0.974,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A151A6J9_unreviewed_Potassium_plddt_95.1.pdb
IPR003445_sample1000,A0ABX2I413_unreviewed_H___-transporting,434,94.46,0.961,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABX2I413_unreviewed_H___-transporting_plddt_94.5.pdb
IPR003445_sample1000,A0A6N2TLV7_unreviewed_H___-transporting,434,95.07,0.966,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A6N2TLV7_unreviewed_H___-transporting_plddt_95.1.pdb
IPR003445_sample1000,A0ABS0T6Z9_unreviewed_TrkH,434,93.45,0.961,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS0T6Z9_unreviewed_TrkH_plddt_93.5.pdb
IPR003445_sample1000,A0A242JYM9_unreviewed_Potassium_sodium,435,93.40,0.957,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A242JYM9_unreviewed_Potassium_sodium_plddt_93.4.pdb
IPR003445_sample1000,A0A2U8HKY7_unreviewed_Ktr,435,93.98,0.962,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2U8HKY7_unreviewed_Ktr_plddt_94.0.pdb
IPR003445_sample1000,A0A7Z1MZX7_unreviewed_TrkH,435,94.70,0.972,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A7Z1MZX7_unreviewed_TrkH_plddt_94.7.pdb
IPR003445_sample1000,A0AAW3VF82_unreviewed_Potassium,436,94.09,0.967,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAW3VF82_unreviewed_Potassium_plddt_94.1.pdb
IPR003445_sample1000,A0A9X7Z6J2_unreviewed_Trk,437,92.88,0.957,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9X7Z6J2_unreviewed_Trk_plddt_92.9.pdb
IPR003445_sample1000,A0ABC9P8W6_unreviewed_Cation,437,92.99,0.955,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABC9P8W6_unreviewed_Cation_plddt_93.0.pdb
IPR003445_sample1000,T0BQQ8_unreviewed_Trk,437,92.79,0.958,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/T0BQQ8_unreviewed_Trk_plddt_92.8.pdb
IPR003445_sample1000,A0A1L8TRD8_unreviewed_Cation,438,93.80,0.959,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A1L8TRD8_unreviewed_Cation_plddt_93.8.pdb
IPR003445_sample1000,A0A3E2WW07_unreviewed_H___-transporting,438,95.62,0.970,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A3E2WW07_unreviewed_H___-transporting_plddt_95.6.pdb
IPR003445_sample1000,A0A4Q2JSI6_unreviewed_TrkH,438,92.02,0.947,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A4Q2JSI6_unreviewed_TrkH_plddt_92.0.pdb
IPR003445_sample1000,A0A6I0ES45_unreviewed_Trk,438,93.61,0.968,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A6I0ES45_unreviewed_Trk_plddt_93.6.pdb
IPR003445_sample1000,A0ABS8FST9_unreviewed_TrkH,438,94.96,0.964,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABS8FST9_unreviewed_TrkH_plddt_95.0.pdb
IPR003445_sample1000,A0ABX2ZSQ1_unreviewed_Uncharacterized,438,92.33,0.953,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABX2ZSQ1_unreviewed_Uncharacterized_plddt_92.3.pdb
IPR003445_sample1000,A0AB37GNW4_unreviewed_Ktr,439,87.64,0.930,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AB37GNW4_unreviewed_Ktr_plddt_87.6.pdb
IPR003445_sample1000,A0A0C2RD99_unreviewed_Ktr,439,95.69,0.975,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A0C2RD99_unreviewed_Ktr_plddt_95.7.pdb
IPR003445_sample1000,A0A9X6LH79_unreviewed_Potassium,439,95.20,0.962,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9X6LH79_unreviewed_Potassium_plddt_95.2.pdb
IPR003445_sample1000,A0AAN4KRS5_unreviewed_Ktr,439,95.23,0.969,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0AAN4KRS5_unreviewed_Ktr_plddt_95.2.pdb
IPR003445_sample1000,A0A2B0X6B9_unreviewed_Potassium,439,95.11,0.970,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A2B0X6B9_unreviewed_Potassium_plddt_95.1.pdb
IPR003445_sample1000,A0ABX3HXY5_unreviewed_Ktr,439,93.65,0.963,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0ABX3HXY5_unreviewed_Ktr_plddt_93.7.pdb
IPR003445_sample1000,A0A9W3JJN9_unreviewed_Potassium,439,95.15,0.969,/ibex/project/c2108/junbo/results/generation-results/ProteinDt_transporter_results/esmfold_pdb/IPR003445_sample1000/A0A9W3JJN9_unreviewed_Potassium_plddt_95.2.pdb
