sample_id,idx
49862,872
49884,873
49885,874
49886,875
49887,876
49889,877
49914,878
49958,879
49959,880
49961,881
49963,882
49964,883
49967,884
49968,885
49969,886
49971,887
50148,888
50315,889
50541,890
50542,891
50543,892
50544,893
50546,894
50879,895
50888,896
50891,897
50987,898
50988,899
50989,900
50990,901
50991,902
51036,903
51289,904
51483,905
51498,906
51516,907
51908,908
51965,909
52055,910
52326,911
52477,912
52589,913
53253,914
53433,915
53442,916
53443,917
53447,918
53571,919
53644,920
53670,921
53981,922
53985,923
54181,924
54243,925
54280,926
54366,927
54549,928
54712,929
54781,930
55183,931
55630,932
55637,933
55753,934
56192,935
56244,936
56245,937
56456,938
56490,939
56504,940
56576,941
56683,942
56888,943
57071,944
57212,945
57311,946
57756,947
58153,948
58216,949
60,950
61,951
62,952
9416,953
11586,954
11587,955
12642,956
12643,957
12689,958
14337,959
14595,960
15091,961
15092,962
15174,963
15175,964
15303,965
15460,966
15465,967
15466,968
15468,969
15768,970
15833,971
15834,972
16730,973
17132,974
17133,975
17320,976
17356,977
17436,978
17795,979
17796,980
18749,981
19426,982
19710,983
20383,984
20715,985
20716,986
21700,987
21880,988
21881,989
21884,990
21885,991
22062,992
22486,993
22561,994
22562,995
22862,996
22966,997
23159,998
23161,999
23916,1000
23917,1001
23964,1002
24302,1003
24767,1004
26347,1005
26779,1006
26816,1007
26817,1008
27904,1009
27905,1010
28597,1011
28698,1012
28880,1013
28944,1014
28963,1015
29035,1016
29036,1017
29187,1018
29423,1019
29424,1020
29551,1021
29557,1022
29751,1023
29831,1024
29925,1025
29926,1026
30038,1027
30081,1028
30189,1029
30215,1030
30216,1031
30251,1032
30499,1033
30500,1034
31140,1035
31141,1036
31623,1037
31660,1038
31856,1039
32195,1040
32281,1041
32869,1042
33105,1043
33435,1044
33521,1045
33533,1046
35459,1047
35774,1048
35887,1049
36069,1050
36216,1051
36217,1052
36806,1053
37010,1054
37015,1055
38268,1056
38280,1057
38498,1058
38499,1059
38767,1060
39015,1061
40608,1062
40609,1063
40662,1064
41566,1065
41567,1066
42927,1067
42928,1068
42977,1069
43139,1070
43144,1071
43145,1072
44010,1073
44011,1074
44107,1075
44397,1076
44398,1077
44948,1078
44949,1079
45684,1080
45685,1081
45773,1082
46068,1083
46938,1084
46939,1085
46945,1086
47214,1087
47225,1088
47252,1089
47890,1090
47891,1091
47919,1092
48250,1093
48480,1094
48483,1095
48484,1096
48659,1097
48660,1098
48904,1099
48973,1100
48974,1101
49534,1102
49731,1103
49842,1104
49843,1105
50166,1106
50196,1107
50240,1108
50380,1109
50507,1110
50508,1111
50521,1112
50722,1113
50914,1114
51110,1115
51111,1116
51136,1117
51137,1118
51165,1119
51178,1120
51343,1121
51344,1122
51561,1123
51601,1124
51666,1125
52001,1126
52209,1127
52564,1128
53216,1129
53391,1130
53402,1131
53671,1132
53990,1133
53991,1134
54081,1135
54082,1136
54157,1137
54316,1138
54498,1139
54842,1140
54843,1141
54968,1142
54969,1143
55199,1144
55214,1145
55284,1146
55445,1147
55789,1148
55790,1149
55958,1150
56400,1151
56481,1152
56640,1153
56832,1154
57316,1155
57333,1156
57334,1157
57387,1158
57811,1159
58180,1160
63,1161
64,1162
65,1163
66,1164
67,1165
11161,1166
17496,1167
48019,1168
68,1169
69,1170
70,1171
71,1172
72,1173
11098,1174
13109,1175
34969,1176
73,1177
74,1178
75,1179
76,1180
77,1181
78,1182
79,1183
80,1184
81,1185
82,1186
83,1187
84,1188
11064,1189
31262,1190
33005,1191
41894,1192
43688,1193
85,1194
86,1195
87,1196
88,1197
89,1198
90,1199
91,1200
92,1201
93,1202
94,1203
95,1204
96,1205
97,1206
98,1207
99,1208
100,1209
101,1210
102,1211
103,1212
104,1213
105,1214
106,1215
107,1216
108,1217
109,1218
110,1219
111,1220
9570,1221
9587,1222
9589,1223
11548,1224
12493,1225
13374,1226
13502,1227
13503,1228
13901,1229
13955,1230
14163,1231
14164,1232
15900,1233
17054,1234
17145,1235
17289,1236
17298,1237
17866,1238
17867,1239
18099,1240
18685,1241
18730,1242
19243,1243
19248,1244
19347,1245
21033,1246
21034,1247
22698,1248
25149,1249
25670,1250
26246,1251
28652,1252
29266,1253
29434,1254
29993,1255
31211,1256
32680,1257
33677,1258
34277,1259
34282,1260
35448,1261
35449,1262
35978,1263
36418,1264
36481,1265
36611,1266
36921,1267
37349,1268
38503,1269
38666,1270
39095,1271
39142,1272
39143,1273
39802,1274
39803,1275
39823,1276
39855,1277
40063,1278
41165,1279
41617,1280
41618,1281
41669,1282
41681,1283
41879,1284
44676,1285
44680,1286
45136,1287
47127,1288
48185,1289
48717,1290
49154,1291
49431,1292
49597,1293
49974,1294
51236,1295
51250,1296
53364,1297
53519,1298
53651,1299
54771,1300
55117,1301
55174,1302
55389,1303
55566,1304
56489,1305
57924,1306
112,1307
113,1308
114,1309
115,1310
116,1311
117,1312
118,1313
119,1314
120,1315
121,1316
9664,1317
11853,1318
13656,1319
13761,1320
14239,1321
14266,1322
20256,1323
26257,1324
26496,1325
30157,1326
35274,1327
41616,1328
53130,1329
122,1330
123,1331
124,1332
125,1333
126,1334
127,1335
128,1336
129,1337
130,1338
131,1339
132,1340
10374,1341
10845,1342
13267,1343
15157,1344
16925,1345
17909,1346
18737,1347
19410,1348
25181,1349
27526,1350
27614,1351
29170,1352
29524,1353
30827,1354
35370,1355
36179,1356
36427,1357
36711,1358
38224,1359
38234,1360
39035,1361
39685,1362
41571,1363
49910,1364
51326,1365
52513,1366
53206,1367
55819,1368
58162,1369
133,1370
134,1371
135,1372
136,1373
137,1374
138,1375
139,1376
140,1377
141,1378
142,1379
143,1380
144,1381
145,1382
146,1383
147,1384
148,1385
149,1386
150,1387
151,1388
152,1389
153,1390
154,1391
155,1392
156,1393
9212,1394
9213,1395
10371,1396
10659,1397
11276,1398
11277,1399
11278,1400
11438,1401
11439,1402
11440,1403
11441,1404
11442,1405
11443,1406
11444,1407
11924,1408
12135,1409
12528,1410
12529,1411
12530,1412
12710,1413
12717,1414
12732,1415
12733,1416
12846,1417
13023,1418
13107,1419
13164,1420
13208,1421
13408,1422
13409,1423
13410,1424
13495,1425
13552,1426
13553,1427
13591,1428
13592,1429
13593,1430
13770,1431
13874,1432
13951,1433
13952,1434
13954,1435
14023,1436
14228,1437
14269,1438
14270,1439
14271,1440
14272,1441
14273,1442
14274,1443
14275,1444
14276,1445
14277,1446
14278,1447
14279,1448
14280,1449
14300,1450
14372,1451
14405,1452
14406,1453
14454,1454
14455,1455
14566,1456
14567,1457
14774,1458
14778,1459
14785,1460
14822,1461
14823,1462
14830,1463
15044,1464
15366,1465
15367,1466
15370,1467
15371,1468
15372,1469
15374,1470
15375,1471
15376,1472
15530,1473
15531,1474
15532,1475
15533,1476
15542,1477
15571,1478
15578,1479
15622,1480
15634,1481
15754,1482
15905,1483
15931,1484
15932,1485
15941,1486
15944,1487
15946,1488
16013,1489
16328,1490
16345,1491
16346,1492
16347,1493
16755,1494
16756,1495
16757,1496
16912,1497
17102,1498
17161,1499
17162,1500
17301,1501
17305,1502
17363,1503
17370,1504
17417,1505
17418,1506
17792,1507
17793,1508
17811,1509
17812,1510
17894,1511
17915,1512
18143,1513
18260,1514
18628,1515
18848,1516
18849,1517
18853,1518
19102,1519
19319,1520
19320,1521
19321,1522
19455,1523
19725,1524
19726,1525
20016,1526
20017,1527
20089,1528
20193,1529
20195,1530
20250,1531
20292,1532
20293,1533
20294,1534
20295,1535
20297,1536
20299,1537
20300,1538
20302,1539
20303,1540
20320,1541
20321,1542
20332,1543
20340,1544
20532,1545
20650,1546
20718,1547
20719,1548
20724,1549
20725,1550
20726,1551
21115,1552
21319,1553
21320,1554
21325,1555
21330,1556
21331,1557
21369,1558
21458,1559
21465,1560
21532,1561
21629,1562
21712,1563
21747,1564
21748,1565
21822,1566
21823,1567
22012,1568
22013,1569
22019,1570
22020,1571
22216,1572
22218,1573
22219,1574
22234,1575
22235,1576
22283,1577
22298,1578
22587,1579
22590,1580
22621,1581
22622,1582
22623,1583
22624,1584
22646,1585
22647,1586
22796,1587
22839,1588
22841,1589
22842,1590
22843,1591
23086,1592
23356,1593
23370,1594
23629,1595
23630,1596
23631,1597
23653,1598
23654,1599
23655,1600
23656,1601
23657,1602
23675,1603
23676,1604
23677,1605
23678,1606
23681,1607
23687,1608
23694,1609
23831,1610
23835,1611
23837,1612
23862,1613
23997,1614
23998,1615
23999,1616
24000,1617
24001,1618
24066,1619
24108,1620
24109,1621
24110,1622
24111,1623
24112,1624
24113,1625
24114,1626
24115,1627
24218,1628
24219,1629
24705,1630
24706,1631
24711,1632
24712,1633
25013,1634
25122,1635
25140,1636
25144,1637
25162,1638
25173,1639
25174,1640
25223,1641
25233,1642
25845,1643
26181,1644
26184,1645
26185,1646
26186,1647
26187,1648
26188,1649
26325,1650
26345,1651
26346,1652
26383,1653
26464,1654
26466,1655
26621,1656
26622,1657
26623,1658
26624,1659
26625,1660
26636,1661
27002,1662
27041,1663
27042,1664
27227,1665
27293,1666
27320,1667
27449,1668
27495,1669
27543,1670
27560,1671
27569,1672
27570,1673
27573,1674
27652,1675
27708,1676
27756,1677
27759,1678
27760,1679
27774,1680
27822,1681
27823,1682
27824,1683
27841,1684
27857,1685
27869,1686
27902,1687
27946,1688
27977,1689
27988,1690
28076,1691
28078,1692
28079,1693
28082,1694
28083,1695
28088,1696
28118,1697
28128,1698
28132,1699
28195,1700
28341,1701
28342,1702
28349,1703
28350,1704
28351,1705
28561,1706
28638,1707
28654,1708
28655,1709
28713,1710
28727,1711
28728,1712
28767,1713
28836,1714
28913,1715
28976,1716
29017,1717
29022,1718
29023,1719
29061,1720
29077,1721
29267,1722
29332,1723
29484,1724
29527,1725
29566,1726
29705,1727
29707,1728
29730,1729
29796,1730
29802,1731
29827,1732
29906,1733
30022,1734
30086,1735
30087,1736
30088,1737
30124,1738
30474,1739
30523,1740
30543,1741
30703,1742
30728,1743
31023,1744
31024,1745
31026,1746
31043,1747
31044,1748
31045,1749
31046,1750
31047,1751
31048,1752
31049,1753
31055,1754
31056,1755
31057,1756
31073,1757
31243,1758
31324,1759
31332,1760
31333,1761
31385,1762
31390,1763
31391,1764
31482,1765
31651,1766
31695,1767
31698,1768
31703,1769
31765,1770
31767,1771
31768,1772
31889,1773
31934,1774
31937,1775
31964,1776
31965,1777
31966,1778
31968,1779
31980,1780
32371,1781
32576,1782
32601,1783
32768,1784
32789,1785
32836,1786
32842,1787
32843,1788
33109,1789
33144,1790
33211,1791
33352,1792
33446,1793
33453,1794
33485,1795
33659,1796
33660,1797
33662,1798
33663,1799
33794,1800
34242,1801
34270,1802
34292,1803
34474,1804
34885,1805
34996,1806
35369,1807
35697,1808
35786,1809
36063,1810
36480,1811
37001,1812
37303,1813
37382,1814
37737,1815
37860,1816
38283,1817
38662,1818
39375,1819
39376,1820
39377,1821
39378,1822
39404,1823
39412,1824
39506,1825
39507,1826
39508,1827
39509,1828
39532,1829
39817,1830
40175,1831
40242,1832
40303,1833
40304,1834
40384,1835
40385,1836
40470,1837
40471,1838
40646,1839
40804,1840
41357,1841
41904,1842
42070,1843
42073,1844
42074,1845
42132,1846
42261,1847
42307,1848
42308,1849
42310,1850
42352,1851
42383,1852
42384,1853
42385,1854
42392,1855
42418,1856
42419,1857
42420,1858
42460,1859
42462,1860
42478,1861
42479,1862
42483,1863
42484,1864
42492,1865
42499,1866
42608,1867
42623,1868
42629,1869
42635,1870
42636,1871
42645,1872
42646,1873
42648,1874
42677,1875
42686,1876
42687,1877
42688,1878
42696,1879
42706,1880
42707,1881
42761,1882
42767,1883
42768,1884
42786,1885
42787,1886
42789,1887
42790,1888
42857,1889
42886,1890
42887,1891
42888,1892
42889,1893
42892,1894
42907,1895
42957,1896
43084,1897
43085,1898
43089,1899
43114,1900
43115,1901
43116,1902
43117,1903
43118,1904
43140,1905
43141,1906
43259,1907
43260,1908
43277,1909
43324,1910
43349,1911
43355,1912
43356,1913
43358,1914
43401,1915
43402,1916
43403,1917
43577,1918
43759,1919
43760,1920
44007,1921
44008,1922
44029,1923
44058,1924
44059,1925
44066,1926
44067,1927
44070,1928
44071,1929
44080,1930
44081,1931
44082,1932
44086,1933
44112,1934
44263,1935
44270,1936
44275,1937
44369,1938
44384,1939
44501,1940
44961,1941
44968,1942
44973,1943
44974,1944
44975,1945
44976,1946
44983,1947
44988,1948
44989,1949
44990,1950
44995,1951
44999,1952
45000,1953
45001,1954
45009,1955
45015,1956
45143,1957
45267,1958
45269,1959
45273,1960
45287,1961
45288,1962
45681,1963
45717,1964
45821,1965
45822,1966
45895,1967
45896,1968
45900,1969
45901,1970
45902,1971
45903,1972
45904,1973
45905,1974
45906,1975
45907,1976
46039,1977
46040,1978
46041,1979
46046,1980
46054,1981
46181,1982
46182,1983
46183,1984
46184,1985
46185,1986
46187,1987
46208,1988
46345,1989
46368,1990
46478,1991
46582,1992
46772,1993
46774,1994
46911,1995
47016,1996
47017,1997
47018,1998
47019,1999
47025,2000
47298,2001
47299,2002
47411,2003
47544,2004
47556,2005
47612,2006
47616,2007
47617,2008
47626,2009
47627,2010
47630,2011
47744,2012
47745,2013
47748,2014
47759,2015
47760,2016
47830,2017
47831,2018
47832,2019
47836,2020
47899,2021
47900,2022
47917,2023
47918,2024
47925,2025
47935,2026
47945,2027
47972,2028
48116,2029
48117,2030
48135,2031
48216,2032
48465,2033
48469,2034
48711,2035
48712,2036
48787,2037
48830,2038
48831,2039
48870,2040
48871,2041
48872,2042
48874,2043
48878,2044
48879,2045
48894,2046
48895,2047
48896,2048
48910,2049
48911,2050
48912,2051
48918,2052
48919,2053
48921,2054
48922,2055
48927,2056
48928,2057
48929,2058
48936,2059
48937,2060
48950,2061
48956,2062
48957,2063
48961,2064
48962,2065
48966,2066
48967,2067
48981,2068
48982,2069
49145,2070
49146,2071
49181,2072
49188,2073
49199,2074
49200,2075
49207,2076
49209,2077
49212,2078
49213,2079
49222,2080
49262,2081
49266,2082
49267,2083
49277,2084
49278,2085
49283,2086
49284,2087
49336,2088
49337,2089
49366,2090
49390,2091
49391,2092
49392,2093
49531,2094
49532,2095
49609,2096
49740,2097
49741,2098
49828,2099
49831,2100
49996,2101
49997,2102
50027,2103
50028,2104
50109,2105
50119,2106
50120,2107
50121,2108
50122,2109
50124,2110
50125,2111
50126,2112
50127,2113
50129,2114
50130,2115
50138,2116
50261,2117
50270,2118
50323,2119
50348,2120
50369,2121
50435,2122
50475,2123
50486,2124
50499,2125
50612,2126
50691,2127
50721,2128
50754,2129
50762,2130
50772,2131
50773,2132
50916,2133
50932,2134
51045,2135
51046,2136
51066,2137
51067,2138
51072,2139
51113,2140
51205,2141
51226,2142
51257,2143
51258,2144
51273,2145
51305,2146
51392,2147
51393,2148
51394,2149
51395,2150
51482,2151
51495,2152
51580,2153
51582,2154
51584,2155
51585,2156
51586,2157
51588,2158
51589,2159
51590,2160
51607,2161
51608,2162
51609,2163
51610,2164
51618,2165
51621,2166
51631,2167
51634,2168
51648,2169
51656,2170
51657,2171
51658,2172
51665,2173
51982,2174
51984,2175
51985,2176
51986,2177
52004,2178
52121,2179
52195,2180
52217,2181
52231,2182
52239,2183
52240,2184
52241,2185
52242,2186
52253,2187
52256,2188
52566,2189
52584,2190
52604,2191
52612,2192
52649,2193
52668,2194
52729,2195
52919,2196
52936,2197
52937,2198
52938,2199
52950,2200
52951,2201
52984,2202
53027,2203
53028,2204
53040,2205
53041,2206
53042,2207
53049,2208
53093,2209
53094,2210
53095,2211
53113,2212
53114,2213
53119,2214
53233,2215
53234,2216
53238,2217
53243,2218
53251,2219
53254,2220
53510,2221
53743,2222
53752,2223
53753,2224
53830,2225
53831,2226
53832,2227
53834,2228
53933,2229
53934,2230
53952,2231
53953,2232
53954,2233
53973,2234
54000,2235
54122,2236
54123,2237
54126,2238
54128,2239
54129,2240
54142,2241
54143,2242
54146,2243
54248,2244
54250,2245
54442,2246
54601,2247
54764,2248
54783,2249
54814,2250
54826,2251
54838,2252
55002,2253
55003,2254
55004,2255
55031,2256
55032,2257
55033,2258
55111,2259
55253,2260
55254,2261
55271,2262
55280,2263
55292,2264
55293,2265
55336,2266
55337,2267
55343,2268
55350,2269
55352,2270
55439,2271
55440,2272
55443,2273
55476,2274
55477,2275
55553,2276
55617,2277
55621,2278
55632,2279
55633,2280
55644,2281
55648,2282
55649,2283
55652,2284
55653,2285
55677,2286
55688,2287
55694,2288
55706,2289
55707,2290
55708,2291
55709,2292
55772,2293
55776,2294
55781,2295
55796,2296
55805,2297
55931,2298
55939,2299
55979,2300
55981,2301
56029,2302
56041,2303
56046,2304
56100,2305
56120,2306
56186,2307
56194,2308
56224,2309
56225,2310
56431,2311
56437,2312
56438,2313
56439,2314
56446,2315
56447,2316
56448,2317
56449,2318
56452,2319
56457,2320
56466,2321
56467,2322
56485,2323
56689,2324
56708,2325
56848,2326
56849,2327
56852,2328
56854,2329
56860,2330
56889,2331
56890,2332
56893,2333
56894,2334
56968,2335
56976,2336
57064,2337
57153,2338
57154,2339
57186,2340
57187,2341
57188,2342
57189,2343
57231,2344
57306,2345
57360,2346
57371,2347
57372,2348
57375,2349
57376,2350
57377,2351
57378,2352
57381,2353
57382,2354
57383,2355
57391,2356
57392,2357
57404,2358
57405,2359
57413,2360
57414,2361
57454,2362
57459,2363
57460,2364
57468,2365
57473,2366
57474,2367
57482,2368
57491,2369
57579,2370
57642,2371
57650,2372
57651,2373
57652,2374
57845,2375
57868,2376
57874,2377
57913,2378
157,2379
158,2380
159,2381
160,2382
161,2383
162,2384
19354,2385
22716,2386
32488,2387
38128,2388
9460,2389
16506,2390
16904,2391
17180,2392
19415,2393
20167,2394
27645,2395
29938,2396
32930,2397
33268,2398
34385,2399
37786,2400
43487,2401
163,2402
10373,2403
16854,2404
18320,2405
18710,2406
19328,2407
20219,2408
22978,2409
23028,2410
25134,2411
28136,2412
28217,2413
29496,2414
32481,2415
44091,2416
54214,2417
164,2418
165,2419
166,2420
167,2421
168,2422
169,2423
170,2424
10709,2425
16631,2426
18977,2427
33866,2428
43154,2429
171,2430
172,2431
173,2432
174,2433
175,2434
176,2435
177,2436
178,2437
8988,2438
8991,2439
9095,2440
11720,2441
31210,2442
38559,2443
41899,2444
57920,2445
179,2446
180,2447
181,2448
182,2449
183,2450
184,2451
185,2452
186,2453
187,2454
188,2455
189,2456
190,2457
16324,2458
17008,2459
17568,2460
23031,2461
32938,2462
35337,2463
36133,2464
37451,2465
37464,2466
39364,2467
40066,2468
56699,2469
191,2470
192,2471
193,2472
194,2473
195,2474
196,2475
197,2476
198,2477
9379,2478
40981,2479
41164,2480
199,2481
200,2482
201,2483
202,2484
203,2485
11495,2486
11496,2487
13053,2488
13054,2489
14055,2490
14218,2491
14240,2492
15027,2493
15501,2494
15506,2495
15507,2496
15572,2497
17375,2498
18834,2499
18835,2500
22510,2501
22974,2502
23774,2503
23777,2504
25176,2505
25263,2506
25829,2507
26125,2508
26231,2509
26359,2510
26392,2511
27091,2512
27274,2513
27341,2514
28310,2515
31322,2516
31381,2517
32055,2518
33124,2519
33698,2520
33699,2521
34867,2522
35001,2523
35259,2524
35260,2525
35641,2526
36276,2527
36370,2528
36820,2529
37162,2530
